id,release_date,debit_account,credit_account,amount,document,operation_nature,cost_center,taxes,currency,conversion_rate
610,2023-08-22,DL2IRR,CE5PFU,3742.48,DOCPXQMU,,CCCHDDS,,nan,2.135299770937235
611,2021-12-10,DGJB8K,CF4ZHV,4619.55,DOCZQZ9Q,OP4DL57,CC9WI5W,471.09235950902394,EUR,3.523286759155978
612,2021-02-03,D4MJOC,CLFC1T,3441.03,DOCU7THT,OPJ2PIH,CC79QNF,154.26397977720023,EUR,2.135299770937235
613,2022-02-24,D5YD9V,C5ICXD,9707.89,DOC4F66D,OPRQAHN,CCO2XIP,430.1553391717098,BRL,3.4756056261939174
614,2022-10-01,D6FBTF,CWRMY8,26726.666253131665,DOCTRYX4,OPF7PLS,CC54XNX,430.1553391717098,BRL,3.523286759155978
615,2020-08-15,DUCFGO,CNHBWH,1058.36,DOCTY655,OPRCCOE,CCU1UP1,444.1325202720218,EUR,
616,2020-05-03,DNMUAV,C1Y7QL,3499.58,,OPE1RTB,CCGLNFV,326.4998804726215,EUR,
617,2023-06-03,DA1NDU,CFVVHN,5951.17,DOCIKRFM,OPK7QHR,CC7A3FW,4698.992714166213,JPY,1.2480290666241416
618,2023-12-06,DYNOM8,C781W4,6625.85,DOCB5XJQ,OP1P1RD,CC894TQ,154.26397977720023,EUR,2.135299770937235
619,2022-08-14,DJF4GE,CNMA97,4032.84,DOCFKGI4,OPW1NSM,CC2SYZJ,,BRL,
620,2023-06-12,D32EUU,C5SZXW,9992.85,,OP422K7,CCFZIMI,430.1553391717098,BRL,1.2480290666241416
621,2023-07-18,DWWMQQ,C2FIKZ,3583.74,DOCDDRA7,OPWERBY,CC0CU0H,471.09235950902394,BRL,1.2480290666241416
622,2021-11-22,DOMLJ2,C92R28,7241.93,DOCM7QBE,OPMQ39U,CC5P8VZ,444.1325202720218,USD,1.2480290666241416
623,2023-08-25,DM1NN5,CJPM5B,6412.07,DOCFDE7K,OPLB985,CCVPTTC,,JPY,2.5681167953894297
624,2020-09-11,DMF8HU,CJ3VPQ,8149.23,DOC33WE7,OP0C9B0,CCAFCL2,,JPY,3.4756056261939174
625,2023-10-29,D9P2Z1,C0TK7P,9764.63,DOCJIX20,OPXS09G,CCIZWET,326.4998804726215,JPY,2.135299770937235
626,2023-06-27,DNBO73,CIQ67L,167556.9477375883,DOCUGFXD,,CC29J36,,USD,3.523286759155978
627,2021-08-29,DDBNWH,CF8KM6,7669.16,DOCSMU80,OPVRCAP,CCFPUSQ,326.4998804726215,JPY,1.2480290666241416
628,2020-09-17,DAZIWR,CLVIOI,7012.66,DOC6YGE2,OPNHY90,CCRSEUG,326.4998804726215,USD,3.523286759155978
629,2022-03-04,D7V97C,CDZCWC,3421.43,DOCHG6WU,OPCA8IJ,CCLERFX,326.4998804726215,USD,
630,2021-08-24,DG5LSQ,CR1Z9V,1562.09,DOC5MIEM,OPCRP0C,CCUY38W,444.1325202720218,EUR,3.4756056261939174
631,2023-10-26,DUOZJ8,COD3WZ,720.1,DOCQWWYQ,,CCZNLDL,471.09235950902394,USD,2.5681167953894297
632,2020-09-05,DQ1RM1,CJ9RYX,2494.83,DOCG7D1C,OPHH8FN,CCWYVTH,430.1553391717098,nan,3.523286759155978
633,2022-11-28,DL4REH,CH4ENJ,4379.59,,,CCHH253,444.1325202720218,nan,1.2480290666241416
634,2021-01-22,DAKP06,CTOHUW,5267.76,DOCI8XXH,OP2GWRD,CCZ1UZF,444.1325202720218,JPY,3.4756056261939174
635,2020-03-19,DH2N40,CVVHWC,7753.53,DOC9WCGF,,CCBUGAR,471.09235950902394,nan,1.2480290666241416
636,2022-03-13,DW2HE9,CVU3NZ,9591.54,DOCXFWND,OPNMF29,CCQJK0T,,EUR,3.4756056261939174
637,2022-06-29,DUX80N,C3AFE4,1261.47,DOCYE87S,OPOZSHW,CCAO9IR,430.1553391717098,nan,3.523286759155978
638,2022-01-30,D5YW2B,CCZNRP,1159.34,DOCI0O32,OPJPBL9,CCRZ7DB,154.26397977720023,USD,3.523286759155978
639,2021-01-25,DVXPLF,C1LFHV,5937.98,DOC9N25F,OPFX1DL,CCHZ74Z,,nan,
640,2022-07-21,D8JZV2,COQ13E,7479.44,DOC09239,OPRIYQ8,CCT01RF,326.4998804726215,BRL,2.5681167953894297
641,2021-12-31,DQ7HG1,CZWNF2,159803.10185167397,DOCCLCAC,OPH4G90,CCAUCBX,,EUR,2.135299770937235
642,2023-07-18,DQ03OS,C3U7E1,9364.74,DOCTSOT2,OPWUVBU,CCVZGD7,471.09235950902394,JPY,2.5681167953894297
643,2020-06-03,DYPLF1,C8D6W4,9835.92,DOCFNKSO,OP5XENM,CCMRLK4,2220.1702370673083,BRL,1.2480290666241416
644,2020-04-01,DLFHU2,CIATK2,4058.04,DOCO57RT,,CC85HMO,430.1553391717098,EUR,1.2480290666241416
645,2020-03-22,DCE7UK,C69EGU,3865.32,DOCSNJT8,OP8QAPF,CCVP6JW,430.1553391717098,EUR,
646,2022-09-22,DCU4DJ,C2OCQF,1563.31,,OPW0ZJE,CCF4WY0,430.1553391717098,EUR,2.5681167953894297
647,2021-06-07,DZUW48,CGESQL,6880.85,DOCZUTK1,OPGNN70,CC8DJZM,471.09235950902394,nan,3.4756056261939174
648,2020-02-24,D73B0V,CJ292I,6601.94,DOCR8YZ4,OPCR939,CCKMPRE,326.4998804726215,nan,2.5681167953894297
649,2022-12-01,D26VIP,COLU3Q,8634.42,DOCV64HS,OP2QBT9,CC0M1QI,154.26397977720023,BRL,3.4756056261939174
650,2023-09-27,D8D9J1,C5IPYJ,1062.85,DOCBDR7Q,OPL15QI,CCLGQ4R,154.26397977720023,BRL,3.523286759155978
651,2023-03-11,DM09BE,C2N2L0,5027.99,DOCBUOT3,OPA3RTH,CC83YFR,,USD,3.523286759155978
652,2023-03-17,D33NMV,C07QBI,5852.71,DOCE3YRZ,OPEPVJE,CCUYR0E,326.4998804726215,USD,1.2480290666241416
653,2021-03-18,D74VT6,C17HCA,2491.41,DOC20PUF,OPD216G,CCXG8N7,444.1325202720218,USD,2.135299770937235
654,2021-04-15,DEWGLT,C6OFU9,1773.35,DOC32P0E,OPW4F65,CCWHLGO,154.26397977720023,EUR,1.2480290666241416
655,2020-07-10,DF5CBM,C5FG0D,8609.85,DOCTSZ0E,OP2XXUU,CCLRFUE,430.1553391717098,JPY,2.5681167953894297
656,2023-07-08,D5UXOM,CSTCB2,679.5,DOC0BOF6,OP1EQ0M,CCCTCFI,6190.804118524189,USD,3.4756056261939174
657,2022-10-25,DD02J7,CJ0YAY,4759.15,DOCOXI69,OP1W7XG,CCZ9AYZ,444.1325202720218,BRL,2.135299770937235
658,2023-12-01,D0G6NH,C5GZLW,1246.76,DOC85MO8,OPEVE0C,CCHS6MJ,444.1325202720218,JPY,2.135299770937235
659,2022-12-08,DH8KZH,CP5AIQ,4624.88,DOCAR60U,OPGO53Z,CCV8HYY,,USD,
660,2022-05-10,DS3W4W,CXXNXD,9801.63,DOC8Y905,OPSSK6U,CC3SUWL,,nan,3.523286759155978
661,2022-11-04,DLJIUU,CLQ8VX,4294.69,DOCEA0VF,OPZ37AB,CC1U6Q1,471.09235950902394,USD,2.135299770937235
662,2021-09-17,DUXJX2,CGH2GZ,8585.54,DOC4Z9VG,OPMN29X,CCGYCCG,326.4998804726215,USD,2.5681167953894297
663,2020-08-20,DDLW8D,CES6OG,1261.42,DOC9DKR8,OP7BVE4,CCOHFXY,430.1553391717098,EUR,1.2480290666241416
664,2020-10-25,D5KUDR,C734R8,2785.4,DOC10LER,OP9BIGR,CCV9HTH,471.09235950902394,EUR,3.4756056261939174
665,2022-05-22,D6IIBU,CKVI5S,4097.55,DOCLY85O,OPXR33M,CCZ2ISY,430.1553391717098,USD,3.523286759155978
666,2023-03-05,DQTI5H,CUZ49G,4058.14,DOCSBDPX,OPUJ25R,CC42M3P,471.09235950902394,EUR,2.5681167953894297
667,2022-05-14,D3LZDQ,CP50WT,6746.7,,,CCUJ8F7,,nan,1.2480290666241416
668,2020-06-21,D7R2GQ,C4N5MN,3512.71,DOCF6JUW,OPN2HQG,CCGZWQ5,154.26397977720023,JPY,3.4756056261939174
669,2020-08-02,DFHUMJ,CL61UV,7166.29,DOCWGJLA,OPBXZB3,CCKXP3O,326.4998804726215,JPY,1.2480290666241416
670,2022-05-01,DG0TDI,C1O8PI,6427.95,DOCP6CA2,OPX6CGC,CCTRE2I,444.1325202720218,EUR,1.2480290666241416
671,2020-05-08,D6YUAQ,CSPKIL,4051.7,DOC53028,OPKOJZW,CC8L1D5,430.1553391717098,USD,3.523286759155978
672,2020-07-22,D85OKL,CQU6DP,4374.43,DOCTB5MT,OPLL0W1,CCZLRKS,326.4998804726215,nan,3.4756056261939174
673,2022-04-30,DMB71U,CTZLJO,6183.82,DOCRFYMB,OPNI9A1,CC2HDNE,,nan,1.2480290666241416
674,2020-11-15,DW20B8,CXSM7V,793.42,DOCCKWV9,,CCVJMQD,,BRL,2.135299770937235
675,2020-03-03,DKLAUD,CP3SAU,8241.83,DOC6H3ZJ,OPUQ17N,CCZ2OSJ,,EUR,2.5681167953894297
676,2022-07-03,DJ02BM,CZR3TH,6568.87,DOCQ13Y0,OPJRY32,CCG8COM,471.09235950902394,BRL,2.5681167953894297
677,2022-06-01,D21EY5,CNTA33,7290.79,DOC14QIH,OP1MSS4,CCUSSF8,326.4998804726215,EUR,3.523286759155978
678,2023-11-06,D5SDUT,COS0HA,5415.54,DOCKKX6X,,CCMDHQD,444.1325202720218,BRL,
679,2022-05-04,DHU3DG,CFM6HM,1193.72,DOC6W6TD,OPM40V3,CCEQTBP,,USD,2.135299770937235
680,2020-03-02,D5TI76,CHZ7W0,4109.85,DOC9PZ8R,OPACSMI,CCUF8S8,471.09235950902394,EUR,3.4756056261939174
681,2022-10-14,DOBT45,CQ2MGR,4113.2,DOCZQGVT,OPKAEYR,CCUVREM,,JPY,2.5681167953894297
682,2021-10-26,DEYXCI,C2ZT1E,3278.33,DOC7MSY6,OPFUA7G,CCP4XIB,471.09235950902394,EUR,2.135299770937235
683,2021-06-01,D1EPYP,CQ0WYB,396.51,DOCU6IIK,OPX96T0,CCONVPL,326.4998804726215,JPY,1.2480290666241416
684,2020-06-09,DVGB9X,C4QC41,7398.82,DOC5S66A,OPB7ZC2,CCQE9O2,154.26397977720023,BRL,
685,2021-12-22,DFRUE5,CZ3EGY,1186.87,DOC2ELD9,OP38YQV,CCLEG9K,6779.970521973589,BRL,3.523286759155978
686,2020-05-24,DNRQ0P,CP3ZXH,114772.98087781804,DOCBUW0F,OPMYIQY,CCWA57P,430.1553391717098,USD,2.5681167953894297
687,2020-09-05,D15IC4,C8KPH5,7061.85,DOCOZH5R,OP4IBJ8,CC9JAP2,444.1325202720218,JPY,
688,2022-01-05,DSM30I,C2741A,6384.38,DOC8SR73,,CCLLNI4,471.09235950902394,USD,2.5681167953894297
689,2023-11-17,DSJ2LL,CM37GL,180469.3665237588,DOCN9YGB,OP5ICA8,CCXL9T1,444.1325202720218,nan,2.135299770937235
690,2020-03-01,D4HDKD,C4JFVY,1122.65,DOCJ6ND9,OPAKOTN,CC01BQK,471.09235950902394,JPY,
691,2021-12-08,DOTLPQ,CHBK5J,8684.95,DOCZGN1H,,CCKZXSF,444.1325202720218,EUR,3.4756056261939174
692,2021-12-13,D4J7OC,CC1NT6,388.98,,OPQ0PGC,CCKHPQA,326.4998804726215,JPY,2.5681167953894297
693,2020-12-30,D8PDFE,CV0ZVU,5395.68,DOC98NMH,OPDRQZ5,CC16K2Y,154.26397977720023,BRL,1.2480290666241416
694,2020-01-21,DSJAOA,C7W1FO,4102.01,DOC47Z91,OPNTMKO,CCYKD51,430.1553391717098,USD,1.2480290666241416
695,2021-04-17,DFCP62,CXIGP5,5289.42,DOCCVDT1,OP0D8BL,CCSYX4K,430.1553391717098,nan,3.4756056261939174
696,2022-01-19,DNJR8V,CFZUMT,3714.49,DOC6TG3N,,CC47ZR4,430.1553391717098,USD,1.2480290666241416
697,2020-05-24,D6B89I,C3UWGA,37363.54276424749,DOCOMB4V,OP3RXBG,CCBVNAO,471.09235950902394,nan,3.523286759155978
698,2023-05-06,D60PS7,CC4V72,289.32,DOCMLJK9,OPHNARS,CCUH19U,430.1553391717098,BRL,1.2480290666241416
699,2020-10-20,D7ICFG,C01YP9,5229.68,DOCVKWFE,OPMOOMA,CC7N3H1,,USD,1.2480290666241416
700,2021-03-01,DE6AJ0,CENH2N,8443.49,DOCI7OZF,OPE6MCT,CCOTOTL,,EUR,2.5681167953894297
701,2020-01-07,DAQW1G,C14UMH,3794.84,,OPBF0SQ,CC7RJFQ,430.1553391717098,EUR,2.135299770937235
702,2021-02-23,DG4SM9,CVMZ8N,2306.35,,OPT0SXT,CC3E7G9,326.4998804726215,USD,
703,2023-09-11,DL85ZI,C7RG44,897.27,,OPBSI0A,CC9S8VZ,430.1553391717098,USD,1.2480290666241416
704,2023-10-11,D9C48F,C5OV5B,944.58,DOCTQTXG,OP8HOWM,CCSXENP,471.09235950902394,nan,2.135299770937235
705,2020-09-09,DHDTDH,CZGUO1,2291.82,DOCSQ4TO,OPXLLOQ,CCFOELV,430.1553391717098,USD,3.4756056261939174
706,2020-01-15,D1447L,CUO6HO,1090.14,DOCABZ0J,OPQ2K4O,CCKF1P3,444.1325202720218,nan,2.5681167953894297
707,2021-08-23,DIVLYK,CR6BRM,2723.89,DOCV2TKP,OPB2FID,CCWB535,326.4998804726215,USD,3.523286759155978
708,2022-01-25,DDZ2V2,CLHWYZ,754.88,DOCKI89Z,OP62J2E,CCXDTA9,154.26397977720023,USD,3.4756056261939174
709,2023-11-13,DD1RJ6,CBPJMC,749.49,,OPSLEU8,CCZ4XDN,471.09235950902394,JPY,3.523286759155978
710,2020-02-20,DBS4PZ,CLTSB4,8577.13,DOCX3DFZ,OPL0TJ2,CCFH1D0,471.09235950902394,nan,2.135299770937235
711,2023-05-23,DZ10K8,CDZQ08,1704.99,DOCGX1AS,OPZU3G3,CC7S11B,,BRL,3.4756056261939174
712,2021-04-21,DUBA1Y,CXYSO0,5640.86,DOC7UO6L,OPHH5GB,CCKQ9SI,471.09235950902394,EUR,2.135299770937235
713,2020-10-17,DNJ30K,CQSUHZ,7757.21,DOCSBKWA,OP0N6JG,CCYRCI0,6779.970521973589,nan,3.523286759155978
714,2021-01-17,DS99CP,CBKNLN,4618.45,DOCUARA1,OPKBF9T,CC0NBO7,154.26397977720023,USD,1.2480290666241416
715,2022-07-18,DE09FO,C4QQ0H,1618.35,DOCS9B90,OPGLV70,CC7N3DW,326.4998804726215,EUR,2.135299770937235
716,2020-08-18,DT0WJ5,CU9J4H,2076.0,DOC48FSI,OPYQBQP,CCJ7TV1,444.1325202720218,USD,
717,2022-09-03,DA277P,CPLORU,4386.54,DOCDU26I,OPU3P1M,CCOBA52,154.26397977720023,BRL,1.2480290666241416
718,2021-12-06,D9D3P2,CO228X,5329.52,DOC3C4KN,OPBT7KE,CCQYC7R,326.4998804726215,nan,1.2480290666241416
719,2021-06-12,D0Z4F0,CTWT3S,3559.46,DOC2O6PX,OPFNW18,CC1RS10,326.4998804726215,nan,
720,2020-09-23,DOUBPK,CRS3ID,7836.65,DOCKOKS9,OPEFIJT,CCZJ6PG,326.4998804726215,USD,3.4756056261939174
721,2020-02-27,DDWP76,C10INH,7535.11,DOCF0GK4,OP2EQPL,CCFOWUQ,444.1325202720218,USD,
722,2021-03-02,DVU2XB,CST8XE,9279.4,DOCE38RC,OPLOY3K,CCKD9GJ,,nan,2.5681167953894297
723,2022-01-11,DH0WOT,C79UKD,386.63,DOC9ZC7T,OPDKHK4,CCQ056S,326.4998804726215,USD,1.2480290666241416
724,2021-11-17,DBHKHB,C3QZ6U,168654.9406131788,,OPQBYI2,CCP042L,154.26397977720023,nan,3.4756056261939174
725,2022-08-27,DN0NBW,CSX2OJ,3986.43,DOCC0Q4U,OPGQXNQ,CCH2YRI,154.26397977720023,JPY,3.4756056261939174
726,2021-08-22,D3QAPT,C6BY03,8795.89,DOCIP7L7,OPB8WWF,CCYWZOJ,154.26397977720023,BRL,3.523286759155978
727,2021-08-29,D8YYNI,C4S3IE,6938.77,,OP7FS2I,CC4FTY5,430.1553391717098,nan,
728,2023-02-06,D11SU0,CNNJ1E,9874.75,DOCGSCTY,OPUPFOZ,CCYXRGU,430.1553391717098,BRL,1.2480290666241416
729,2023-07-26,DLX85N,CFKFVN,7616.9,DOC15YTT,OPPJDVF,CCV49SO,326.4998804726215,BRL,2.135299770937235
730,2021-10-31,DLHZIV,CTE3NU,3708.99,DOC0P4EP,OPOOPZG,CCVGZ7U,154.26397977720023,JPY,3.523286759155978
731,2021-01-11,DBRIK5,CG57NL,5060.53,DOC3M6EO,OPOVP30,CCUQYOG,471.09235950902394,nan,2.5681167953894297
732,2023-04-29,DQB9OP,CIZ0LK,3826.25,DOC2KECP,OPRUFRY,CCRWXD5,,USD,2.5681167953894297
733,2020-06-14,D1FK3L,CL2AZ1,3712.63,DOC6AD44,OPXFLH4,CC972KH,471.09235950902394,USD,2.135299770937235
734,2020-07-29,DBHREY,C8BEN7,2682.95,DOCE1XNW,OPS2QBK,CCY7JAM,,nan,3.4756056261939174
735,2022-12-28,DYDQIU,C6G7VR,5010.11,DOCLIJ0E,OPYM4EX,CC0VYNA,4698.992714166213,nan,1.2480290666241416
736,2023-04-04,D2MQGK,CWG4EM,6849.23,DOCJ3YKJ,OPGE7VQ,CCCXEDB,,BRL,2.5681167953894297
737,2021-09-22,DDA4V5,CTICXN,2845.67,DOC14F37,OPW36GP,CCRXP8E,430.1553391717098,BRL,2.5681167953894297
738,2020-11-16,DRRU0S,CC3URN,5291.36,DOCPSNAW,OPXQXGC,CCM2BRG,,EUR,1.2480290666241416
739,2022-02-10,D7FAQ4,C9YRD2,1262.06,DOC8LJI2,OPEDNGW,CCFW5V5,154.26397977720023,BRL,
740,2020-10-27,DWZ8GU,CDBYE5,1682.47,DOCMDZYY,OP5EHOX,CC5PM9T,154.26397977720023,nan,1.2480290666241416
741,2020-09-13,D8MWZY,CY6BUC,563.38,DOC6P7S5,OP2X4CI,CC91LPP,326.4998804726215,EUR,1.2480290666241416
742,2021-04-01,DPF9T4,CLSYRP,9710.24,DOCSGITC,OPPS87A,CCK760F,326.4998804726215,BRL,
743,2021-10-08,DP2A8C,CL8O80,138.22,DOCD6VGY,OPXXYRK,CC2TLXE,,USD,
744,2022-11-07,DKQT7W,CRU8KU,1867.94,DOCTHES4,OPFFJN6,CCFACUQ,430.1553391717098,BRL,1.2480290666241416
745,2021-05-12,DXH7PM,CGMY16,6167.38,,OPSURVN,CCHCZGD,471.09235950902394,BRL,1.2480290666241416
746,2021-04-29,DX2RNJ,CRG4D8,905.56,,OPGF80W,CC8Y3GI,430.1553391717098,BRL,3.523286759155978
747,2021-01-11,DUV9SX,CZOCHV,8830.78,DOC2FDU6,OPAJIG0,CCPYFVY,430.1553391717098,BRL,2.135299770937235
748,2021-08-19,DGAU0Y,CH9UIV,7224.24,DOCLFCVQ,OP6CVEQ,CCK5TT4,471.09235950902394,JPY,3.523286759155978
749,2022-02-01,D683RG,C2IJY0,9667.26,DOCA4WVT,OPYVRM1,CC7EIIB,154.26397977720023,nan,3.523286759155978
750,2022-05-09,D36PKB,CO9M7A,5125.59,DOCG9ZMZ,,CC2FQKT,326.4998804726215,EUR,3.4756056261939174
751,2023-09-20,D6BP8D,CJ8Z9M,3074.0,DOCSWQ6C,OP0PV9M,CC1WTZ4,444.1325202720218,nan,1.2480290666241416
752,2020-04-04,D8QHJA,CELSTC,5540.06,DOCKRC2P,OPIJ5XB,CC8U1FA,430.1553391717098,BRL,3.523286759155978
753,2020-09-27,DRBA8P,C002N8,175195.6905676854,DOCRI45Y,OP68WIP,CCLZZZR,154.26397977720023,USD,1.2480290666241416
754,2023-05-16,D9F3IH,C23PF7,5255.54,DOC7DBIM,OPG7F3K,CCOBO96,,EUR,3.523286759155978
755,2020-02-12,DTA2RF,CWVMUJ,2745.35,DOCIQR3Y,OP2CKLB,CCPSBC2,430.1553391717098,nan,3.4756056261939174
756,2022-03-17,DC5V6W,C3SLP7,8786.25,,OPP56JE,CCKMI76,430.1553391717098,USD,1.2480290666241416
757,2020-06-08,D8O12R,CGQKLR,3782.0,DOCC89DS,OPL6ABV,CC4RTO8,,BRL,2.135299770937235
758,2023-12-09,D2DFNL,C04BMV,113.7,DOCQNYJ8,,CCC02BA,444.1325202720218,USD,3.4756056261939174
759,2020-05-29,DSXHTW,CMWXQX,2552.08,DOCG4BPS,OPI6CO1,CCF7X46,444.1325202720218,nan,
760,2020-09-27,D22U8S,CLTDUW,3250.51,DOCVIK3Z,,CCYIO5W,471.09235950902394,EUR,2.135299770937235
761,2022-05-10,DFMDOP,CU6JCH,8601.9,DOCGW0CV,,CCMMMIP,326.4998804726215,nan,2.5681167953894297
762,2021-09-05,DJFNO3,C5XG35,4639.18,DOC9UQ95,OPQD1P4,CCG4D55,,USD,2.5681167953894297
763,2023-02-01,D73OUU,C3GD0J,4501.41,,OPTS79G,CCU5HP3,154.26397977720023,USD,3.523286759155978
764,2022-05-03,D7097I,CZ6S5G,3427.41,DOCYVMJM,,CCZTVRT,154.26397977720023,nan,1.2480290666241416
765,2020-10-18,DA7A2L,CYXWIO,8818.71,DOC9F65M,OPA5CL0,CCWO2Q3,444.1325202720218,nan,1.2480290666241416
766,2023-04-25,DW3XZK,CG9JAK,177841.18008259725,DOCTZOMR,OPF4X71,CCIHG6L,471.09235950902394,nan,2.135299770937235
767,2022-05-14,DQ9DIJ,CAAGHW,9919.71,DOCJK9UE,OP972HF,CCH9MX7,,USD,
768,2021-09-02,D1V006,CSOXXZ,3829.74,DOC15K09,OPNTJDN,CCX1G8N,471.09235950902394,JPY,1.2480290666241416
769,2023-07-28,DTN7JN,CMIWCW,9664.86,DOCPGT36,OP26UJI,CCAEG0L,154.26397977720023,nan,2.5681167953894297
770,2021-12-27,DCK9N5,CQNNF0,7939.61,DOCD4Q88,OPJ0MFA,CCZ5TI6,326.4998804726215,BRL,
771,2020-06-22,DARHCM,CFH5R5,127691.4181244234,DOC0JLK1,OP37N4X,CC4USON,326.4998804726215,USD,
772,2021-05-23,DXFWIT,CLS7A3,2524.41,DOCTF8KC,OPQXNJ7,CCT2NPA,471.09235950902394,JPY,3.4756056261939174
773,2022-06-29,DKZ1NW,CNK9W7,2242.93,DOCD2F6D,OPGPSKK,CCLBLIW,326.4998804726215,EUR,2.135299770937235
774,2023-07-19,DHVHQD,CV5K3W,1743.87,DOCSF78S,OP4NI7N,CCW5MTS,444.1325202720218,JPY,2.135299770937235
775,2022-01-26,DP8H9V,CDDFAG,9235.29,,OPKO12O,CCC1611,444.1325202720218,EUR,2.135299770937235
776,2023-07-28,DM83W5,CWSFQ5,3011.36,DOC24UL9,OPJCLT2,CCWIMW4,471.09235950902394,JPY,2.5681167953894297
777,2022-12-19,DA61XD,C2N1Q8,4585.63,DOCL5RHZ,OP0TIOB,CC6JQCR,444.1325202720218,USD,3.523286759155978
778,2020-04-28,DONE57,CS7NLC,4990.18,DOCUB8SU,OPBOL0K,CCV9I4H,326.4998804726215,BRL,2.135299770937235
779,2022-02-09,D8Z5ZY,CI8CBG,7803.9,DOCB7CQ0,,CCBKJ0C,444.1325202720218,USD,1.2480290666241416
780,2022-04-16,DGH24G,CZOW8O,8457.93,DOCWOY28,OP4MX1L,CC1AQIX,471.09235950902394,JPY,1.2480290666241416
781,2020-01-18,DB38X6,CUD8Y6,1476.82,DOCRITQO,OPKHRDE,CCH0E5N,444.1325202720218,JPY,2.135299770937235
782,2022-05-04,DDVWNF,CB7Y3X,4326.35,DOCN2POZ,OPWWJFP,CC12CZS,,EUR,1.2480290666241416
783,2021-10-18,DQM7KL,CAVIWM,8444.26,DOC1X540,OP64WFA,CCIYMY3,444.1325202720218,nan,3.4756056261939174
784,2022-06-22,D09YXF,CLBYW7,154195.4013414641,DOC4VQW2,OP4VV51,CC09QMZ,430.1553391717098,USD,3.523286759155978
785,2021-02-21,DTWLB5,CH8LII,1113.9,DOCI96M5,OP943Z1,CC34VRQ,154.26397977720023,EUR,2.5681167953894297
786,2022-01-31,DFMXE7,C96WRU,1648.2,DOC3PVLT,OPWJRHU,CC6CGWB,,JPY,3.523286759155978
787,2021-08-23,DNBZ59,CJWXJU,3111.57,DOCVYR1I,OPYW55Y,CC3S7RY,471.09235950902394,JPY,
788,2022-08-22,D5WARI,CI61LQ,846.05,DOCQQXG1,OP647JO,CCHC54C,154.26397977720023,nan,
789,2020-07-05,DH686H,C72DM5,4304.16,DOC496BY,OPKGMWW,CCD3ED0,430.1553391717098,USD,2.5681167953894297
790,2021-01-14,DNKKYM,CM8ZVP,1165.42,,OP7U305,CCFI25S,154.26397977720023,JPY,3.523286759155978
791,2020-08-10,DCFCX7,CM7TTK,5725.35,DOCA9I67,OPLUH9G,CC4IIWW,444.1325202720218,BRL,2.135299770937235
792,2021-07-21,D6FQ9Y,C401WX,2540.91,DOCODKBW,OPJS408,CC6K3SR,2220.1702370673083,nan,2.135299770937235
793,2020-08-17,DLNCRA,CKFLJ2,112934.34121495878,DOCYKXCT,OP1O06S,CCDZ3BD,471.09235950902394,nan,3.4756056261939174
794,2023-02-17,DICDNO,CBQ28M,1263.5,DOCN1W0L,OP07Y9O,CC8MOQ1,444.1325202720218,EUR,2.5681167953894297
795,2023-05-25,D4U6UA,CT222Z,183586.55287525526,DOC31LNW,OPHBP4Q,CCV9UE4,444.1325202720218,EUR,2.5681167953894297
796,2023-11-10,D4BHFG,CSBIDW,9332.36,DOC5WHTT,OPK4FGE,CC6YRIZ,430.1553391717098,EUR,3.523286759155978
797,2020-11-11,D9QA17,CTAMNF,3978.79,DOCK26E4,OPT3QI5,CC4WKHO,326.4998804726215,JPY,2.5681167953894297
798,2023-12-09,DQRJX6,CS063Q,2497.57,DOCNMTOC,OPA61EB,CCCSNUE,154.26397977720023,nan,1.2480290666241416
799,2022-07-02,DQWTW1,C7QL9C,2578.94,DOCBVAO8,OP9FZ74,CCFHHHY,326.4998804726215,USD,1.2480290666241416
800,2022-03-27,DUXXQ5,CZGGWF,4885.6,DOC1J0NR,,CCL0PHG,430.1553391717098,BRL,
801,2021-01-14,DJI2B0,CMV4B8,495.93,DOCY4JG3,OP6LLO9,CCIUDKG,444.1325202720218,JPY,2.5681167953894297
802,2022-05-13,D7LRVA,CODEPQ,6433.08,DOCG2QNP,OPWOVND,CC20NL5,444.1325202720218,JPY,3.523286759155978
803,2022-06-03,DWHUMG,CTLMBQ,4142.2,DOCO3KVI,,CCGKFAA,430.1553391717098,USD,
804,2020-12-23,DFKTG5,CNXS4Y,3836.33,DOC0OG3N,OP64HWE,CCN00IF,444.1325202720218,JPY,3.4756056261939174
805,2021-05-22,DWDZNC,COZD4D,8112.71,DOCMCJ5J,OPAPBZJ,CC5KP7G,4698.992714166213,USD,2.5681167953894297
806,2022-07-17,D73F38,CZ81GI,7119.45,DOCFAFSL,OPWG5IS,CC5MNJL,326.4998804726215,USD,
807,2021-11-28,DOT5JM,CVKLAC,9547.9,DOC1VVF1,OPN9140,CC0Q5T3,154.26397977720023,nan,3.4756056261939174
808,2022-12-07,D461M8,CQBE9N,3584.17,DOCW2UPM,OPC8VXX,CCT2X0F,,JPY,3.523286759155978
809,2020-10-18,DOJHQH,COKVBL,168999.6855499649,DOCA6HJ1,OPPPUEW,CC0SRHN,4698.992714166213,JPY,3.4756056261939174
810,2021-12-28,DLN7HP,CKFKFT,7722.68,DOCW5OSA,OPI9NSK,CCFAAPY,430.1553391717098,BRL,
811,2022-08-05,DIX6ZY,CM90IR,68431.7759135988,DOCHCVQJ,OPE863D,CCZPQGW,471.09235950902394,USD,2.5681167953894297
